band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,AT,,disease severity,spad,WC,number
0.028989,0.018331,0.038059,0.050654,0.041226,0.067588,0.046597,0.017632,0.086062,0.083096,0.17611,0.18483,0.19546,0.21757,0.21104,0.23266,0.23799,0.22899,0.23503,0.24207,0.23449,0.23465,0.23808,1,0.4,2,34.067,0.65161,200
0.028303,0.021315,0.035575,0.045214,0.038555,0.059102,0.043429,0.022486,0.070188,0.068162,0.12789,0.13116,0.13895,0.15544,0.15614,0.16505,0.16734,0.16602,0.16703,0.17009,0.16608,0.1662,0.16878,1,0.4,2.67,30.189,0.67487,201
0.03857,0.030128,0.042034,0.056601,0.04688,0.070009,0.052978,0.024649,0.084488,0.087232,0.15557,0.18018,0.18201,0.19545,0.19222,0.21314,0.21875,0.21527,0.20511,0.22075,0.20944,0.20856,0.20183,1,0.4,2.67,30.189,0.67487,202
0.020467,0.012714,0.034434,0.035634,0.03747,0.075138,0.04274,0.025392,0.08214,0.077506,0.16299,0.17583,0.18633,0.20732,0.21416,0.20802,0.21105,0.22541,0.21604,0.21345,0.21542,0.21727,0.23612,1,0.4,2.67,30.189,0.67487,203
0.044383,0.030992,0.038801,0.057327,0.047575,0.06577,0.056929,0.024718,0.080293,0.096532,0.144,0.2031,0.18825,0.18692,0.17566,0.21506,0.22143,0.21271,0.19028,0.22477,0.20762,0.20362,0.17719,1,0.4,2.67,30.189,0.67487,204
0.038152,0.029456,0.042968,0.058103,0.045816,0.066778,0.048357,0.021584,0.085418,0.084076,0.16453,0.17071,0.18037,0.20232,0.20101,0.21882,0.22391,0.21513,0.21878,0.22632,0.21673,0.2162,0.21201,1,0.4,2.67,30.189,0.67487,205
0.083784,0.083658,0.077317,0.078788,-0.020843,0.18878,0.080101,0.080189,0.062348,0.12996,0.16937,0.19699,0.20525,0.23658,0.2354,0.22946,0.22379,0.24388,0.24593,0.25001,0.23978,0.27317,0.25517,0,0.4,0,46.233,0.88446,206
0.063308,0.087352,0.068258,0.078644,-0.076046,0.22632,0.091125,0.089146,0.052985,0.13905,0.20422,0.25181,0.26851,0.3144,0.31905,0.31164,0.30753,0.31444,0.31691,0.32373,0.31709,0.34635,0.32878,0,0.6,1,42.722,0.84829,207
0.08132,0.10864,0.10243,0.091708,0.002177,0.20026,0.089965,0.085121,0.071709,0.13513,0.17216,0.19639,0.19669,0.2296,0.23317,0.22709,0.21872,0.24489,0.2382,0.25081,0.23116,0.27189,0.26432,0,0.2,0,48.056,0.85741,208
0.048728,0.090758,0.095314,0.09467,-0.066884,0.23435,0.091709,0.091346,0.056679,0.14487,0.20692,0.26664,0.26191,0.3066,0.32908,0.31836,0.29248,0.31567,0.31793,0.32093,0.30638,0.36475,0.34602,0,0.2,0,50.244,0.86226,209
0.077126,0.1041,0.093293,0.094196,0.0057529,0.18876,0.079484,0.077732,0.073957,0.14058,0.17398,0.21636,0.19646,0.23366,0.25347,0.24227,0.21592,0.24817,0.25732,0.25442,0.2313,0.28818,0.28586,0,0.4,0,45.178,0.88118,210
0.06131,0.095056,0.073435,0.10176,-0.038308,0.20649,0.090051,0.093255,0.075037,0.16034,0.20626,0.27268,0.24176,0.28723,0.32471,0.30585,0.25749,0.30079,0.30901,0.31512,0.27525,0.36094,0.34317,0,0.4,0,45.656,0.88096,211
0.084129,0.11556,0.10214,0.11274,-0.00097003,0.18366,0.089494,0.088166,0.09073,0.14963,0.18329,0.22962,0.18979,0.22483,0.27446,0.25851,0.20707,0.24556,0.26499,0.27297,0.22268,0.27944,0.29412,0,0.2,0,46.389,0.87857,212
0.069558,0.088639,0.085679,0.10175,-0.036161,0.20779,0.079836,0.083024,0.075274,0.14652,0.19654,0.25751,0.21465,0.26116,0.3146,0.29064,0.23915,0.2843,0.30432,0.30376,0.25026,0.3258,0.34339,0,0.4,0,49.667,0.87104,213
0.0697,0.085562,0.1008,0.10928,-0.020449,0.19076,0.080967,0.084625,0.076933,0.14096,0.17879,0.22421,0.19122,0.22733,0.27267,0.25456,0.20382,0.24946,0.26055,0.26224,0.21831,0.29197,0.30807,0,0.2,0,47.311,0.91242,214
0.042103,0.089822,0.075639,0.093205,-0.053954,0.22667,0.081956,0.084318,0.068517,0.15313,0.21114,0.28066,0.24148,0.29688,0.34892,0.32786,0.26498,0.31732,0.32976,0.32992,0.27997,0.37721,0.3808,0,0.2,0,48.556,0.8497,215
0.069298,0.089337,0.095745,0.098133,-0.044566,0.2006,0.079715,0.080695,0.063993,0.14371,0.19312,0.24637,0.21114,0.2572,0.30281,0.28597,0.23148,0.27873,0.28916,0.28792,0.24606,0.32915,0.33462,0,0.4,1,42.911,0.83547,216
0.039159,0.058899,0.053758,0.087228,-0.081606,0.21874,0.083577,0.077522,0.061093,0.14914,0.20015,0.27229,0.24224,0.29914,0.34524,0.31935,0.26282,0.31641,0.33012,0.33177,0.2829,0.37448,0.37234,0,0.4,0,45.989,0.8449,217
0.078844,0.086573,0.089013,0.10216,-0.0012479,0.1752,0.080084,0.080034,0.066242,0.12396,0.16275,0.18316,0.1651,0.19089,0.21129,0.21054,0.18366,0.21076,0.22158,0.23781,0.20069,0.22466,0.24021,0,0.2,0,45.167,0.93242,218
0.07033,0.079156,0.068076,0.093632,-0.046998,0.18888,0.079213,0.080268,0.066351,0.14437,0.18697,0.24776,0.20812,0.24788,0.29297,0.27855,0.22297,0.26918,0.2825,0.29432,0.24389,0.30514,0.31169,0,0.6,0,45.5,0.82042,219
0.080061,0.11024,0.08659,0.088705,-0.0027259,0.17397,0.08074,0.08124,0.071318,0.1413,0.1752,0.22443,0.18788,0.21845,0.26617,0.2519,0.20253,0.23999,0.26364,0.25936,0.20994,0.28203,0.29872,0,0.4,1,42.744,0.81904,220
0.053673,0.061172,0.079835,0.10201,-0.024335,0.20576,0.083169,0.085494,0.075993,0.15771,0.20813,0.27656,0.22479,0.27039,0.33649,0.31649,0.24387,0.29635,0.32002,0.31691,0.25746,0.34973,0.35374,0,0.2,0,48.356,0.81107,221
0.064204,0.083812,0.089972,0.10721,0.00010817,0.18039,0.079109,0.083979,0.082188,0.13992,0.18171,0.22599,0.18509,0.21962,0.27113,0.2564,0.20042,0.24428,0.26581,0.26544,0.21038,0.2782,0.2985,0,0.2,0,47.256,0.82261,222
0.06745,0.082856,0.087242,0.10328,-0.020683,0.19353,0.080669,0.081163,0.075583,0.14646,0.19506,0.25565,0.20754,0.24937,0.31611,0.30028,0.22747,0.27627,0.30596,0.30312,0.23962,0.308,0.33513,0,0.4,1,49.289,0.83978,223
0.089711,0.10686,0.10124,0.11142,0.0025575,0.17815,0.088122,0.091336,0.090355,0.14691,0.18445,0.2251,0.18013,0.21531,0.26619,0.25519,0.20347,0.24059,0.26273,0.26896,0.21492,0.26658,0.29451,0,0.2,1,43.344,0.8155,224
0.072081,0.10189,0.091631,0.11694,-0.032399,0.22312,0.091659,0.10201,0.087662,0.1722,0.23036,0.30348,0.23845,0.29046,0.36088,0.34385,0.26404,0.31263,0.34211,0.34926,0.27872,0.36608,0.38356,0,0.4,0,46.978,0.86121,225
0.059621,0.10095,0.11016,0.11908,0.010099,0.17307,0.084924,0.083912,0.080344,0.14015,0.17489,0.21847,0.17077,0.20217,0.25494,0.24745,0.18677,0.22906,0.2532,0.25382,0.20168,0.25783,0.28634,0,0.2,1,47.233,0.83092,226
0.065447,0.10277,0.097613,0.10917,-0.014714,0.19923,0.081088,0.085976,0.081454,0.14769,0.19788,0.26584,0.21482,0.25587,0.32032,0.30048,0.23269,0.28006,0.30299,0.30902,0.24153,0.33045,0.3395,0,0.2,0,46.956,0.85513,227
0.070753,0.080943,0.10764,0.11168,-0.011075,0.18166,0.082436,0.078456,0.073978,0.13902,0.16977,0.21751,0.17609,0.20714,0.25382,0.24501,0.19178,0.23152,0.25612,0.25462,0.20241,0.26473,0.28356,0,0.2,1,51.689,0.84957,228
0.059281,0.092441,0.091529,0.098145,-0.043345,0.2111,0.07697,0.079337,0.063566,0.13753,0.18391,0.2529,0.21491,0.25459,0.30965,0.29507,0.23926,0.27435,0.29529,0.30094,0.24683,0.3129,0.32052,0,0.4,1,43.556,0.82185,229
0.068707,0.098725,0.090335,0.10755,-0.036827,0.18222,0.075645,0.078134,0.070798,0.13748,0.17863,0.23957,0.20429,0.24126,0.29059,0.28248,0.22578,0.262,0.28142,0.28816,0.24047,0.30004,0.30888,0,0.6,1,40.7,0.81607,230
0.068524,0.069141,0.079553,0.08829,-0.062188,0.19597,0.070645,0.077889,0.067939,0.1517,0.20176,0.27223,0.21679,0.26784,0.32828,0.30021,0.22918,0.29205,0.31383,0.31552,0.25417,0.3395,0.33886,0,0.6,0,44.467,0.8378,231
0.062644,0.063947,0.073276,0.09133,-0.039855,0.18717,0.081232,0.083383,0.071129,0.13052,0.17994,0.211,0.20769,0.23525,0.26608,0.26292,0.23776,0.25338,0.27159,0.28068,0.2396,0.261,0.25702,0,0.2,0,45.3,0.82848,232
0.052791,0.078146,0.076736,0.10318,-0.025364,0.18354,0.069298,0.082686,0.06783,0.13989,0.1752,0.22773,0.18863,0.22125,0.2667,0.25676,0.2061,0.24194,0.26637,0.26364,0.21615,0.27557,0.28835,0,0.2,1,44.533,0.81374,233
0.060946,0.067816,0.082557,0.10312,-0.05806,0.21374,0.078365,0.074842,0.061215,0.13705,0.18763,0.25954,0.21549,0.26376,0.31945,0.30288,0.2359,0.28406,0.30474,0.30274,0.24823,0.33196,0.32622,0,0.4,0,47.822,0.84959,234
0.055165,0.077981,0.079352,0.10048,-0.037828,0.21005,0.080826,0.079368,0.066907,0.14504,0.1903,0.25794,0.21317,0.2558,0.31096,0.29439,0.23079,0.27785,0.30357,0.29704,0.24387,0.32379,0.32447,0,0.4,0,52.2,0.82542,235
0.059598,0.086574,0.089904,0.11575,-0.03646,0.21597,0.086555,0.08616,0.075887,0.15131,0.20628,0.26955,0.22233,0.26234,0.33046,0.31242,0.24031,0.28614,0.31181,0.31141,0.25356,0.32573,0.33053,0,0.4,0,48.778,0.79463,236
0.08568,0.094329,0.1171,0.12482,0.014354,0.17778,0.084393,0.087152,0.081354,0.14086,0.17303,0.20969,0.16827,0.19544,0.24521,0.24022,0.18278,0.22268,0.23718,0.25013,0.18938,0.24505,0.27024,0,0.4,0,45.222,0.8474,237
0.065931,0.10348,0.11443,0.12605,-0.0045305,0.20877,0.086737,0.095166,0.080137,0.15106,0.19544,0.25501,0.20799,0.24499,0.3048,0.2951,0.22595,0.26862,0.28982,0.29803,0.23437,0.30652,0.32233,0,0.4,0,46.333,0.83804,238
0.069736,0.10225,0.098659,0.1237,-0.021942,0.18864,0.086148,0.085183,0.0824,0.13725,0.17721,0.22492,0.18435,0.21572,0.27029,0.26431,0.20069,0.24138,0.26027,0.26882,0.20843,0.26819,0.28261,0,0.4,0,46.189,0.8289,239
0.067904,0.07722,0.097212,0.11027,-0.03704,0.2115,0.082479,0.088548,0.070866,0.14628,0.20251,0.27195,0.22964,0.2674,0.33119,0.31673,0.24804,0.29208,0.31705,0.31248,0.26459,0.3481,0.34214,0,0.4,1,46.256,0.84045,240
0.064886,0.076464,0.094873,0.10421,-0.01811,0.19304,0.0748,0.080056,0.07048,0.14515,0.19101,0.24454,0.20031,0.23509,0.28499,0.27582,0.21531,0.25786,0.27703,0.27604,0.22586,0.28975,0.29546,0,0.2,1,45.678,0.886,241
0.051131,0.072926,0.070256,0.104,-0.025423,0.20799,0.069365,0.079893,0.063629,0.1363,0.18574,0.24561,0.21138,0.24704,0.30334,0.29117,0.23461,0.26853,0.29927,0.29503,0.24144,0.29897,0.31407,0,0.4,1,47.3,0.84811,242
0.060794,0.09695,0.10239,0.099805,-0.012521,0.17877,0.078883,0.082863,0.077407,0.13716,0.17129,0.22187,0.18213,0.21722,0.25738,0.24534,0.19429,0.23634,0.25149,0.25552,0.20797,0.28398,0.27899,0,0.2,1,46.267,0.85709,243
0.048694,0.082895,0.077464,0.089772,-0.036412,0.19309,0.071278,0.080258,0.083266,0.14027,0.19674,0.26177,0.20174,0.24735,0.31895,0.29498,0.21959,0.27002,0.30013,0.2999,0.22903,0.30947,0.32737,0,0.4,1,45.933,0.85508,244
0.061021,0.084323,0.10928,0.11416,-0.017304,0.18787,0.074354,0.079357,0.081771,0.14603,0.18036,0.23416,0.18564,0.21606,0.27538,0.26157,0.2026,0.2396,0.26401,0.26509,0.20476,0.27181,0.29322,0,0.4,1,49.867,0.86302,245
0.066819,0.082965,0.094276,0.10434,-0.011282,0.18839,0.074955,0.077864,0.068113,0.14254,0.18273,0.23827,0.18908,0.22463,0.2873,0.27341,0.20875,0.2516,0.27204,0.27176,0.21751,0.28042,0.29918,0,0.4,1,47.033,0.88172,246
0.059625,0.06564,0.11683,0.12872,-0.041738,0.2003,0.073117,0.082038,0.067933,0.13954,0.20014,0.26807,0.21732,0.25752,0.3315,0.31088,0.23627,0.28259,0.31765,0.31055,0.24513,0.32802,0.34071,0,0.4,1,52.778,0.87226,247
0.075403,0.086709,0.099606,0.11652,-0.0078057,0.17133,0.078381,0.081925,0.078829,0.12987,0.1633,0.20497,0.16493,0.19182,0.24639,0.23927,0.18293,0.21655,0.24248,0.25132,0.1873,0.23668,0.2611,0,0.2,0,45.967,0.89727,248
0.084439,0.097712,0.1059,0.12464,0.022296,0.1788,0.083421,0.087867,0.089201,0.14155,0.17992,0.22776,0.18079,0.21251,0.27424,0.26321,0.19825,0.23772,0.26012,0.2713,0.20661,0.25251,0.28201,0,0.2,1,41.411,0.86332,249
0.083744,0.094817,0.096956,0.13354,0.0098006,0.18957,0.087146,0.09368,0.090355,0.15448,0.19881,0.25611,0.19042,0.22477,0.30434,0.29145,0.20446,0.25728,0.28861,0.29097,0.21512,0.28847,0.31906,0,0.2,1,47.378,0.82089,250
0.08097,0.09427,0.12389,0.12694,-0.0072099,0.18256,0.080957,0.089831,0.085997,0.14434,0.18203,0.23809,0.17521,0.21168,0.27768,0.26253,0.18908,0.2359,0.26712,0.26845,0.19651,0.26307,0.2898,0,0.4,0,44.644,0.83157,251
0.073061,0.066875,0.11584,0.1237,-0.0087466,0.17939,0.07687,0.079823,0.077696,0.14156,0.1857,0.25268,0.18297,0.22069,0.2916,0.27804,0.19592,0.24945,0.27982,0.27708,0.20641,0.2903,0.3146,0,0.4,1,45.167,0.83961,252
0.070155,0.079971,0.088787,0.11101,-0.013218,0.18531,0.076792,0.079473,0.074198,0.14218,0.18046,0.24109,0.17924,0.2148,0.2886,0.27637,0.19384,0.24947,0.26869,0.27448,0.21023,0.28324,0.29577,0,0.2,0.33,45.222,0.8468,253
0.051972,0.084191,0.091989,0.10778,-0.039759,0.20268,0.069907,0.080257,0.077148,0.14429,0.1948,0.27134,0.20555,0.2507,0.32537,0.30812,0.22234,0.27729,0.30647,0.30812,0.22948,0.3263,0.34601,0,0.4,0,47.089,0.83005,254
0.064884,0.062622,0.074105,0.099347,-0.049943,0.21494,0.077385,0.086024,0.082659,0.14305,0.20035,0.28269,0.21273,0.26023,0.3394,0.32371,0.22647,0.28197,0.31533,0.32313,0.24802,0.32069,0.33718,0,0.4,1,46.533,0.82997,255
0.062945,0.057883,0.098308,0.11533,0.0024718,0.18117,0.066747,0.06953,0.067982,0.10928,0.16885,0.22482,0.16179,0.17951,0.26812,0.27938,0.19494,0.21657,0.26697,0.28275,0.19934,0.19543,0.25973,0,0.4,0,48.422,0.81875,256
0.070893,0.07991,0.11417,0.10981,0.012422,0.17909,0.072821,0.074536,0.075113,0.11514,0.16724,0.21779,0.15606,0.16953,0.25296,0.26528,0.18812,0.2029,0.2539,0.27207,0.19085,0.18887,0.25204,0,0.4,0.33,51.256,0.83271,257
0.070563,0.075312,0.10501,0.11784,0.0010682,0.18432,0.073598,0.076986,0.074694,0.11073,0.1649,0.21846,0.16331,0.17592,0.26146,0.27989,0.19486,0.2075,0.26051,0.28536,0.19247,0.18208,0.24776,0,0.4,0,48.1,0.82003,258
0.078386,0.098389,0.088358,0.097391,-0.02137,0.18871,0.087337,0.085551,0.066114,0.12822,0.16809,0.19048,0.19628,0.22713,0.22576,0.22727,0.22373,0.23628,0.23749,0.24103,0.23376,0.26186,0.24839,0,0.4,0,46.233,0.88446,259
0.04298,0.088619,0.086182,0.082375,-0.05607,0.22518,0.087868,0.086961,0.05725,0.1424,0.19911,0.24874,0.25852,0.30147,0.30766,0.30175,0.29303,0.30427,0.302,0.31419,0.30399,0.34188,0.32414,0,0.6,1,42.722,0.84829,260
0.086409,0.10172,0.10866,0.091623,-0.0032,0.21273,0.093654,0.089761,0.072752,0.1354,0.17546,0.1993,0.19802,0.2312,0.23464,0.23106,0.2196,0.24373,0.24107,0.24957,0.2303,0.2756,0.2667,0,0.2,0,48.056,0.85741,261
0.057428,0.098643,0.08022,0.091184,-0.048606,0.22183,0.08405,0.081962,0.061558,0.14547,0.19815,0.25115,0.23831,0.28109,0.30272,0.29286,0.26293,0.29272,0.29805,0.29588,0.27302,0.33694,0.32449,0,0.2,0,50.244,0.86226,262
0.078702,0.11263,0.087872,0.1008,-0.0059666,0.18469,0.085729,0.083124,0.075337,0.14406,0.17772,0.21813,0.19879,0.23731,0.25329,0.24454,0.2167,0.24776,0.25573,0.25658,0.22925,0.29173,0.29003,0,0.4,0,45.178,0.88118,263
0.066344,0.099465,0.093632,0.10708,-0.032196,0.20796,0.087894,0.0953,0.080003,0.1563,0.20321,0.26721,0.23596,0.28203,0.32097,0.30184,0.25323,0.29277,0.30219,0.30835,0.26929,0.35677,0.33806,0,0.4,0,45.656,0.88096,264
0.085472,0.11664,0.10396,0.11376,-3.75E-05,0.18274,0.08901,0.088669,0.090385,0.14952,0.18248,0.22776,0.18765,0.22258,0.27128,0.25584,0.20506,0.24366,0.26288,0.27082,0.21981,0.27764,0.29284,0,0.2,0,46.389,0.87857,265
0.068116,0.095459,0.086973,0.10438,-0.035105,0.21058,0.081868,0.087548,0.077295,0.15384,0.20292,0.2677,0.22477,0.27191,0.33091,0.30586,0.24935,0.29412,0.31795,0.31691,0.26117,0.34193,0.35626,0,0.4,0,49.667,0.87104,266
0.076536,0.084786,0.10396,0.11099,-0.009511,0.18188,0.082352,0.081848,0.069476,0.13421,0.17096,0.20764,0.17785,0.20897,0.25069,0.23818,0.19438,0.23462,0.24582,0.25026,0.20265,0.26222,0.28197,0,0.2,0,47.311,0.91242,267
0.056339,0.083683,0.090193,0.10115,-0.044576,0.22102,0.085289,0.087467,0.069883,0.15168,0.20961,0.2757,0.23567,0.2902,0.34297,0.31839,0.25868,0.31219,0.32367,0.31597,0.27413,0.36954,0.37009,0,0.2,0,48.556,0.8497,268
0.057366,0.092933,0.10106,0.095282,-0.031266,0.1925,0.082286,0.08415,0.068707,0.14161,0.18436,0.23413,0.20226,0.24387,0.28217,0.26565,0.21929,0.26222,0.27271,0.27199,0.23291,0.31057,0.31716,0,0.4,1,42.911,0.83547,269
0.053241,0.084082,0.086183,0.099389,-0.074789,0.2172,0.086671,0.084972,0.063545,0.14476,0.20072,0.27211,0.24053,0.29488,0.34335,0.32043,0.26827,0.31454,0.32295,0.32631,0.28136,0.37624,0.37345,0,0.4,0,45.989,0.8449,270
0.073117,0.081399,0.084141,0.091001,0.0045039,0.1821,0.075439,0.077283,0.06541,0.11977,0.16107,0.17783,0.16831,0.19197,0.2131,0.21216,0.19124,0.21254,0.22088,0.23773,0.20355,0.21701,0.23047,0,0.2,0,45.167,0.93242,271
0.068301,0.083972,0.080748,0.1033,-0.043362,0.19533,0.078269,0.083167,0.070252,0.15036,0.19614,0.26133,0.21574,0.25759,0.31293,0.29368,0.23627,0.28123,0.29717,0.30007,0.25011,0.33642,0.34028,0,0.6,0,45.5,0.82042,272
0.074193,0.084565,0.095084,0.099535,-0.0068195,0.18457,0.082256,0.085283,0.075762,0.14405,0.1742,0.21703,0.17922,0.21188,0.25599,0.24287,0.19378,0.23665,0.24921,0.25551,0.20641,0.26689,0.28416,0,0.4,1,42.744,0.81904,273
0.053271,0.067277,0.066846,0.097778,-0.033454,0.21087,0.0778,0.082854,0.072159,0.15282,0.20756,0.274,0.22515,0.27204,0.33613,0.31171,0.24693,0.29373,0.32408,0.32047,0.25407,0.34417,0.35236,0,0.2,0,48.356,0.81107,274
0.071161,0.0941,0.1023,0.10797,0.024382,0.17797,0.079142,0.082608,0.084057,0.13474,0.17557,0.20667,0.16745,0.19837,0.2449,0.23635,0.18637,0.22488,0.24229,0.24719,0.19201,0.24834,0.2738,0,0.2,0,47.256,0.82261,275
0.067706,0.09816,0.083661,0.1098,-0.032264,0.19555,0.083546,0.086204,0.079501,0.15293,0.20628,0.26862,0.21592,0.26156,0.32779,0.30743,0.2361,0.28752,0.31813,0.31859,0.24861,0.32426,0.35227,0,0.4,1,49.289,0.83978,276
0.089669,0.11129,0.11472,0.11692,0.016816,0.18279,0.090157,0.095338,0.092501,0.14512,0.18309,0.2141,0.17509,0.20564,0.25453,0.24343,0.19235,0.23071,0.25343,0.26128,0.20672,0.25247,0.2801,0,0.2,1,43.344,0.8155,277
0.065829,0.102,0.095781,0.12248,-0.03051,0.21482,0.087406,0.097558,0.091467,0.17123,0.22633,0.3022,0.24097,0.29126,0.36052,0.33999,0.25932,0.31069,0.34179,0.34071,0.278,0.36967,0.37983,0,0.4,0,46.978,0.86121,278
0.075871,0.10992,0.11262,0.11783,0.008989,0.19065,0.090278,0.09138,0.087648,0.14982,0.18879,0.23563,0.18504,0.22011,0.27742,0.26629,0.20088,0.24479,0.26539,0.27595,0.21562,0.27351,0.30793,0,0.2,1,47.233,0.83092,279
0.05422,0.090323,0.091969,0.10966,-0.006155,0.2018,0.080715,0.084519,0.081666,0.14753,0.20148,0.26153,0.21172,0.24974,0.31071,0.29561,0.23062,0.27129,0.29636,0.29836,0.24179,0.32441,0.33736,0,0.2,0,46.956,0.85513,280
0.074522,0.088455,0.09979,0.10604,0.0031217,0.17957,0.082866,0.077342,0.079142,0.13832,0.17022,0.21223,0.16931,0.19881,0.24824,0.23942,0.18613,0.22384,0.24132,0.24843,0.19265,0.25178,0.28046,0,0.2,1,51.689,0.84957,281
0.047911,0.074155,0.091336,0.10598,-0.040465,0.20335,0.08142,0.07411,0.069489,0.14171,0.19075,0.26077,0.22003,0.26301,0.31881,0.30388,0.24298,0.28355,0.30771,0.3095,0.2527,0.32912,0.33982,0,0.4,1,43.556,0.82185,282
0.060633,0.094031,0.089251,0.10532,-0.042099,0.20258,0.074595,0.082139,0.066638,0.13748,0.18622,0.25541,0.21856,0.2591,0.31473,0.30225,0.2416,0.27648,0.29857,0.30313,0.25583,0.32482,0.32599,0,0.6,1,40.7,0.81607,283
0.05831,0.066053,0.072262,0.088793,-0.077293,0.22284,0.081383,0.084754,0.067033,0.16253,0.22167,0.30549,0.25218,0.3106,0.36952,0.34052,0.2653,0.33198,0.34905,0.3504,0.29603,0.3949,0.37874,0,0.6,0,44.467,0.8378,284
0.049832,0.067326,0.057606,0.080155,-0.058894,0.1995,0.069598,0.084891,0.068201,0.14271,0.19403,0.25371,0.22263,0.25771,0.31054,0.2986,0.24263,0.28035,0.30025,0.31079,0.25912,0.31493,0.31015,0,0.2,0,45.3,0.82848,285
0.067329,0.08416,0.096549,0.098413,-0.020975,0.19071,0.075641,0.079003,0.072123,0.13584,0.17463,0.22228,0.18264,0.21367,0.26003,0.25107,0.1983,0.23535,0.25567,0.25605,0.20828,0.26418,0.27639,0,0.2,1,44.533,0.81374,286
0.049843,0.075984,0.083883,0.093685,-0.041282,0.20517,0.078882,0.077429,0.055867,0.13505,0.18308,0.25011,0.21026,0.25184,0.30783,0.2939,0.2288,0.27562,0.29732,0.29651,0.2376,0.32236,0.32282,0,0.4,0,47.822,0.84959,287
0.057789,0.076586,0.089789,0.097861,-0.044543,0.21453,0.07687,0.082071,0.069036,0.14076,0.19807,0.2666,0.22137,0.26089,0.32394,0.30881,0.23992,0.28875,0.30858,0.31432,0.25272,0.33523,0.34487,0,0.4,0,52.2,0.82542,288
0.058118,0.088403,0.087066,0.11358,-0.033845,0.2145,0.083789,0.085689,0.075383,0.14994,0.20254,0.26694,0.21851,0.26104,0.32446,0.30862,0.23436,0.28474,0.30987,0.31317,0.24619,0.32669,0.33519,0,0.4,0,48.778,0.79463,289
0.096727,0.10861,0.11707,0.13239,0.025027,0.17867,0.086459,0.092774,0.08968,0.13915,0.1763,0.21246,0.166,0.19639,0.24526,0.24312,0.18234,0.221,0.24082,0.24899,0.19392,0.24761,0.26757,0,0.4,0,45.222,0.8474,290
0.081421,0.09224,0.10859,0.13233,-0.00083231,0.20784,0.093294,0.10069,0.084734,0.1534,0.20113,0.26243,0.21111,0.25052,0.31186,0.30194,0.23192,0.27385,0.2952,0.30615,0.23897,0.31581,0.32969,0,0.4,0,46.333,0.83804,291
0.073107,0.097271,0.10595,0.12432,-0.010314,0.18577,0.082295,0.083438,0.081443,0.13735,0.17792,0.23114,0.18315,0.21936,0.27321,0.26783,0.19903,0.24291,0.26127,0.2713,0.21071,0.27725,0.29031,0,0.4,0,46.189,0.8289,292
0.061898,0.070547,0.085819,0.10197,-0.063659,0.23274,0.083081,0.089484,0.073398,0.14694,0.21036,0.27969,0.23561,0.27989,0.34591,0.32698,0.2604,0.30188,0.3282,0.32677,0.27492,0.35434,0.35413,0,0.4,1,46.256,0.84045,293
0.064075,0.078617,0.1027,0.11233,-0.0091535,0.19589,0.081868,0.083736,0.076579,0.14589,0.18724,0.24219,0.19793,0.22984,0.28227,0.27405,0.21414,0.25454,0.27426,0.2715,0.22685,0.29508,0.29876,0,0.2,1,45.678,0.886,294
0.042857,0.067058,0.089278,0.1058,-0.034929,0.20143,0.074084,0.075184,0.064907,0.13146,0.18345,0.24149,0.20783,0.24463,0.29938,0.28702,0.22833,0.26719,0.29219,0.28785,0.23754,0.29523,0.31141,0,0.4,1,47.3,0.84811,295
0.054516,0.10194,0.098174,0.096929,-0.023879,0.18799,0.069851,0.081229,0.07426,0.13549,0.1766,0.22481,0.19031,0.22183,0.26994,0.25743,0.20882,0.24153,0.26628,0.26963,0.22344,0.26661,0.28402,0,0.2,1,46.267,0.85709,296
0.051357,0.093401,0.094025,0.096997,-0.027389,0.19032,0.075259,0.083485,0.079695,0.14816,0.19404,0.26015,0.20469,0.24856,0.31128,0.28985,0.2246,0.26931,0.29116,0.29569,0.23262,0.30932,0.3291,0,0.4,1,45.933,0.85508,297
0.062053,0.087139,0.10131,0.11895,0.0066221,0.17529,0.075615,0.079456,0.072848,0.14305,0.17754,0.23018,0.18255,0.21398,0.27232,0.25893,0.19779,0.23922,0.26076,0.25969,0.20065,0.26547,0.28532,0,0.4,1,49.867,0.86302,298
0.07027,0.079844,0.10163,0.11138,0.0038627,0.18267,0.075947,0.081319,0.073301,0.13833,0.17863,0.23304,0.18316,0.21535,0.27682,0.26228,0.19789,0.24263,0.26513,0.26044,0.20775,0.27495,0.28824,0,0.4,1,47.033,0.88172,299
0.06269,0.071163,0.11475,0.12264,-0.050375,0.214,0.07713,0.085454,0.074676,0.14178,0.20329,0.26862,0.21891,0.26147,0.33609,0.31532,0.24258,0.28551,0.31968,0.31671,0.25106,0.33337,0.34836,0,0.4,1,52.778,0.87226,300
0.076734,0.09512,0.10764,0.12198,0.009679,0.16993,0.080954,0.0827,0.082344,0.13446,0.17256,0.21492,0.17018,0.20042,0.25659,0.24503,0.18528,0.22281,0.24671,0.25463,0.19437,0.24216,0.27216,0,0.2,0,45.967,0.89727,301
0.088496,0.10309,0.1088,0.13075,0.034888,0.17576,0.088423,0.096378,0.090673,0.14061,0.17602,0.21685,0.17186,0.19537,0.25723,0.25154,0.19094,0.22569,0.25218,0.25915,0.19695,0.23923,0.2769,0,0.2,1,41.411,0.86332,302
