band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,AT,,disease severity,spad,WC,number
-0.0094206,-0.027192,0.023125,0.024347,0.02424,0.06882,0.030347,-0.010731,0.089676,0.057023,0.24152,0.27673,0.31723,0.37694,0.34818,0.38711,0.39301,0.37256,0.38597,0.38984,0.37501,0.37837,0.39828,0.56633,0.6,1.67,42.978,0.81012,99
-0.0021328,-0.016493,0.027539,0.032967,0.025472,0.060422,0.022861,-0.020915,0.087614,0.048882,0.24803,0.28466,0.33313,0.40455,0.37591,0.42578,0.44472,0.4072,0.4212,0.43342,0.4053,0.4068,0.40458,0.56633,0.6,1.67,42.978,0.81012,100
0.0034465,-0.023088,0.0040146,0.012999,0.019378,0.052544,0.026627,-0.011986,0.073438,0.073888,0.20246,0.30579,0.30058,0.32375,0.30971,0.36068,0.35601,0.34633,0.3336,0.372,0.36149,0.35401,0.32412,0.56633,0.4,3.33,41.7,0.80753,101
0.01292,0.0061541,0.04506,0.048478,0.036814,0.073222,0.036591,-0.00068562,0.083744,0.038278,0.21361,0.21332,0.27321,0.34869,0.33576,0.36765,0.38725,0.36292,0.36172,0.36382,0.33216,0.33649,0.33854,0.56633,0.4,3.33,41.7,0.80753,102
0.0069816,-0.0045082,0.036241,0.043407,0.031711,0.061725,0.03337,-0.0090641,0.079453,0.042561,0.2089,0.22788,0.27704,0.34497,0.32179,0.37409,0.38427,0.35339,0.36162,0.37205,0.34404,0.34558,0.33998,0.56633,0.4,3.33,41.7,0.80753,103
0.0039656,-0.019901,0.0063657,0.012836,0.020408,0.05113,0.026001,-0.0075836,0.068774,0.06598,0.19125,0.26601,0.27444,0.30203,0.29588,0.33292,0.32925,0.32083,0.32064,0.34311,0.33746,0.33229,0.31617,0.56633,0.4,3.33,41.7,0.80753,104
-0.010643,-0.030067,0.013464,0.015599,0.017909,0.053984,0.025884,-0.013088,0.074014,0.053054,0.20377,0.2506,0.28078,0.32631,0.30408,0.35195,0.35007,0.33392,0.34401,0.35204,0.34233,0.34288,0.3522,0.56633,0.4,3.33,41.7,0.80753,105
-0.0072522,-0.025927,0.018045,0.023521,0.021454,0.05734,0.029761,-0.014647,0.077565,0.053521,0.20505,0.25729,0.28963,0.3343,0.30904,0.36825,0.36532,0.34512,0.35075,0.36739,0.35122,0.3507,0.34932,0.56633,0.4,2.33,41.8,0.79829,106
-0.0065026,-0.033862,-0.0030002,0.005387,0.014028,0.04985,0.019239,-0.02401,0.072811,0.068124,0.21248,0.32873,0.32832,0.35742,0.33843,0.3942,0.3914,0.38031,0.36837,0.40921,0.39748,0.38998,0.36159,0.56633,0.4,2.33,41.8,0.79829,107
-0.010552,-0.020749,0.028129,0.024106,0.02455,0.081556,0.028268,-0.0041662,0.0901,0.040776,0.22611,0.26016,0.31364,0.38553,0.37715,0.38767,0.39763,0.39828,0.3843,0.37897,0.36214,0.36863,0.39823,0.56633,0.4,2.33,41.8,0.79829,108
0.019654,0.017851,0.05115,0.054333,0.041435,0.08352,0.036997,-0.00044203,0.095679,0.038154,0.23632,0.2459,0.31302,0.3997,0.38642,0.40757,0.4415,0.41016,0.41152,0.41407,0.37592,0.38155,0.38597,0.56633,0.4,2.33,41.8,0.79829,109
-0.01735,-0.030099,0.016226,0.01212,0.019212,0.080307,0.022316,-0.012916,0.10069,0.052934,0.27068,0.32536,0.37448,0.44322,0.41893,0.42697,0.45582,0.4268,0.45037,0.44946,0.43851,0.44319,0.47741,0.56633,0.4,2.33,41.8,0.79829,110
-0.010796,-0.035671,-0.00052834,0.0070812,0.013005,0.053196,0.019951,-0.025021,0.076084,0.063051,0.207,0.31888,0.33126,0.36012,0.33261,0.3961,0.40053,0.38338,0.36792,0.41033,0.3942,0.38822,0.3641,0.56633,0.4,2.33,38.911,0.79651,111
-0.0018108,-0.024587,0.0041948,0.0052836,0.018433,0.062788,0.018611,-0.0095459,0.084281,0.067963,0.24433,0.32736,0.34301,0.38838,0.39245,0.39813,0.40273,0.39988,0.40039,0.41299,0.41088,0.4087,0.41364,0.56633,0.4,2.33,38.911,0.79651,112
-0.0087359,-0.017492,0.028707,0.021663,0.024082,0.087603,0.027423,-0.0024298,0.096589,0.042264,0.24942,0.28261,0.34165,0.41753,0.41152,0.4114,0.42886,0.42292,0.41052,0.40176,0.38511,0.39226,0.42511,0.56633,0.4,2.33,38.911,0.79651,113
0.0065971,-0.0033918,0.035861,0.042722,0.030591,0.063997,0.02571,-0.01568,0.085634,0.041145,0.23839,0.26425,0.32311,0.39949,0.37414,0.41958,0.44369,0.40578,0.41071,0.42128,0.38645,0.38886,0.38164,0.56633,0.4,2.33,38.911,0.79651,114
-0.015176,-0.038558,0.0013522,0.0067033,0.012336,0.054415,0.01742,-0.028262,0.082984,0.065447,0.24636,0.34539,0.36096,0.40189,0.37484,0.42467,0.43244,0.41059,0.4134,0.44053,0.42614,0.42289,0.41393,0.56633,0.4,2.33,38.911,0.79651,115
-0.0073617,-0.033472,2.25E-05,0.0079289,0.014694,0.053163,0.020815,-0.022465,0.076604,0.068336,0.21953,0.32861,0.33338,0.3634,0.34186,0.39684,0.39791,0.38256,0.3718,0.40925,0.39538,0.38943,0.36628,0.56633,0.4,1,37.167,0.75771,116
0.010303,-0.0022907,0.027125,0.042769,0.027638,0.054869,0.031098,-0.016282,0.075478,0.050788,0.1909,0.25345,0.28848,0.32462,0.29673,0.37443,0.378,0.35051,0.33687,0.37116,0.33633,0.33397,0.30387,0.56633,0.4,1,37.167,0.75771,117
0.010156,0.00074238,0.036022,0.043499,0.031234,0.058165,0.031834,-0.0068188,0.071977,0.039392,0.19201,0.20342,0.25017,0.30997,0.28735,0.3359,0.34911,0.32139,0.32567,0.33526,0.30583,0.30773,0.3004,0.56633,0.4,1,37.167,0.75771,118
0.0095079,0.0045729,0.041621,0.039453,0.032994,0.077134,0.035834,0.0054526,0.077156,0.030895,0.19098,0.19308,0.25204,0.32488,0.319,0.33218,0.35086,0.34427,0.33052,0.32285,0.29731,0.30345,0.3172,0.56633,0.4,1,37.167,0.75771,119
-0.01049,-0.030701,0.005139,0.0027466,0.014383,0.058437,0.021693,-0.010368,0.073668,0.058321,0.20969,0.2676,0.29534,0.33149,0.33026,0.34697,0.34646,0.34506,0.35597,0.36369,0.3651,0.36437,0.38048,0.56633,0.4,1,37.167,0.75771,120
0.0062012,-0.017308,0.0060734,0.015218,0.02174,0.051295,0.027783,-0.0077147,0.065982,0.064811,0.17965,0.26813,0.26778,0.29311,0.2826,0.3218,0.32094,0.31174,0.30054,0.33297,0.32442,0.31841,0.29602,0.56633,0.4,1,42.011,0.81136,121
0.0023469,-0.0090701,0.030789,0.035113,0.028468,0.063602,0.032831,-0.0054016,0.076005,0.041183,0.19537,0.217,0.26234,0.32334,0.3038,0.34123,0.35057,0.32858,0.33436,0.34047,0.3182,0.32092,0.32626,0.56633,0.4,1,42.011,0.81136,122
0.0061449,-0.0077485,0.022355,0.03662,0.024582,0.053563,0.028973,-0.016998,0.071561,0.048958,0.18006,0.24937,0.28039,0.31295,0.2839,0.36221,0.36376,0.34012,0.32197,0.35712,0.32507,0.32267,0.29512,0.56633,0.4,1,42.011,0.81136,123
0.0048635,-0.0080687,0.026961,0.036659,0.026969,0.053936,0.030447,-0.011885,0.07182,0.044265,0.18555,0.22724,0.26397,0.3121,0.28688,0.34554,0.3506,0.32402,0.32519,0.34383,0.31964,0.31902,0.30644,0.56633,0.4,1,42.011,0.81136,124
0.013639,0.0050571,0.037922,0.047881,0.033349,0.057813,0.033304,-0.0077863,0.073071,0.037803,0.18735,0.20659,0.25082,0.3117,0.29275,0.34453,0.35668,0.32682,0.32906,0.34218,0.31187,0.31273,0.29945,0.56633,0.4,1,42.011,0.81136,125
0.0063646,-0.019434,0.0027232,0.013693,0.021521,0.053545,0.026418,-0.012539,0.071281,0.072524,0.19881,0.30376,0.30032,0.32491,0.31446,0.35572,0.35758,0.34669,0.33015,0.37166,0.35969,0.35248,0.3233,0.56633,0.4,0,43.244,0.75669,126
-0.0053207,-0.019293,0.025314,0.03027,0.025208,0.065394,0.028314,-0.014043,0.084022,0.048116,0.22554,0.26623,0.31013,0.37494,0.34794,0.38829,0.39985,0.37333,0.3811,0.39042,0.3681,0.37025,0.37529,0.56633,0.4,0,43.244,0.75669,127
-0.0066598,-0.030297,0.0016958,0.0095313,0.015415,0.055107,0.025357,-0.019676,0.073408,0.067795,0.19803,0.30847,0.30954,0.32935,0.30433,0.36289,0.36821,0.35314,0.33336,0.37549,0.36122,0.35542,0.33234,0.56633,0.4,0,43.244,0.75669,128
0.004936,-0.018333,0.0033491,0.013735,0.01999,0.04988,0.025956,-0.010481,0.063569,0.065152,0.17628,0.26983,0.26673,0.28639,0.2729,0.31605,0.3163,0.3089,0.28868,0.3256,0.314,0.30766,0.28013,0.56633,0.4,0,43.244,0.75669,129
0.0076376,-0.0038036,0.031823,0.040163,0.028446,0.055312,0.030491,-0.010294,0.07155,0.041132,0.18964,0.21153,0.25495,0.30907,0.28638,0.33971,0.34947,0.32131,0.32435,0.33548,0.30886,0.3097,0.29974,0.56633,0.4,0,43.244,0.75669,130
0.017319,-0.00084826,0.027903,0.044111,0.029993,0.064831,0.032283,-0.022879,0.10368,0.092161,0.25495,0.36128,0.3696,0.39505,0.35597,0.44226,0.45055,0.42198,0.39409,0.44502,0.40834,0.40321,0.36118,0.56633,0.2,1,42.689,0.75912,131
0.022697,-0.0049239,0.017944,0.025547,0.032572,0.070548,0.029692,-0.0087136,0.10686,0.11765,0.29581,0.40054,0.38784,0.42065,0.41232,0.43722,0.44438,0.42919,0.4275,0.45979,0.44885,0.44269,0.42105,0.56633,0.2,1,42.689,0.75912,132
0.0082844,-0.0033412,0.042771,0.045878,0.037814,0.087494,0.035199,-0.011771,0.12666,0.087789,0.32711,0.35223,0.39455,0.46665,0.43297,0.45676,0.48404,0.44604,0.46746,0.47225,0.44839,0.45279,0.47102,0.56633,0.2,1,42.689,0.75912,133
0.019965,-0.0092724,0.014809,0.025617,0.03072,0.066692,0.031571,-0.013562,0.10176,0.11833,0.27635,0.39808,0.37515,0.39845,0.37819,0.42555,0.43146,0.4158,0.40125,0.44717,0.4305,0.42265,0.38778,0.56633,0.2,1,42.689,0.75912,134
0.021341,0.011565,0.050261,0.060917,0.042426,0.07853,0.037389,-0.012609,0.11698,0.078179,0.29964,0.31389,0.3593,0.43109,0.39949,0.44441,0.46971,0.42697,0.4405,0.45218,0.41754,0.42007,0.41521,0.56633,0.2,1,42.689,0.75912,135
-0.0097455,-0.027402,0.015311,0.015643,0.018613,0.061876,0.024448,-0.010764,0.078234,0.051583,0.20807,0.2591,0.2909,0.3406,0.32645,0.36082,0.36128,0.35347,0.35417,0.3633,0.35289,0.35372,0.36401,0.56633,0.4,3,40.756,0.79268,136
-0.014463,-0.028838,0.015722,0.0076642,0.018473,0.084469,0.02867,0.0031552,0.08946,0.050527,0.21411,0.26631,0.29924,0.35545,0.36456,0.35479,0.35772,0.38068,0.35865,0.3561,0.35646,0.36108,0.40031,0.56633,0.4,3,40.756,0.79268,137
-0.010399,-0.033895,0.0044691,0.0073866,0.014992,0.055063,0.018704,-0.020309,0.080691,0.063111,0.23123,0.31324,0.33686,0.38066,0.35975,0.39867,0.40748,0.38951,0.40012,0.42055,0.4121,0.40942,0.40898,0.56633,0.4,3,40.756,0.79268,138
0.024681,0.016087,0.038774,0.06052,0.036393,0.056248,0.035912,-0.014558,0.076651,0.046611,0.18122,0.23489,0.28473,0.32056,0.29531,0.38342,0.39372,0.36102,0.34495,0.38466,0.33749,0.33558,0.29617,0.56633,0.4,3,40.756,0.79268,139
0.0046563,-0.0044619,0.038234,0.039895,0.032828,0.076739,0.03287,-0.0056762,0.09002,0.040395,0.23075,0.24715,0.30838,0.38714,0.37204,0.39599,0.42491,0.39516,0.4032,0.40477,0.37779,0.38223,0.39328,0.56633,0.4,3,40.756,0.79268,140
0.040688,0.026225,0.046245,0.059141,0.049754,0.07558,0.052548,0.022211,0.10296,0.1087,0.20459,0.2274,0.23144,0.24938,0.24279,0.26996,0.27498,0.26307,0.26933,0.28324,0.27549,0.27375,0.26936,1,0.4,2.67,28.167,0.64346,141
0.023687,0.02272,0.039867,0.04805,0.039316,0.071655,0.042729,0.020149,0.076711,0.058385,0.15302,0.14096,0.16376,0.19605,0.20359,0.19886,0.2055,0.21315,0.20184,0.19554,0.18565,0.18955,0.20388,1,0.4,2.67,28.167,0.64346,142
0.047226,0.028835,0.03585,0.053248,0.049316,0.068018,0.054392,0.024257,0.088572,0.12045,0.18014,0.26212,0.23223,0.23257,0.22001,0.25807,0.26753,0.25916,0.23487,0.27655,0.26065,0.25453,0.2214,1,0.4,2.67,28.167,0.64346,143
0.041973,0.026304,0.036753,0.053609,0.046405,0.069457,0.055135,0.018404,0.090659,0.11139,0.17541,0.25717,0.23367,0.22979,0.21341,0.2631,0.27397,0.26224,0.23321,0.27746,0.25739,0.25218,0.22023,1,0.4,2.67,28.167,0.64346,144
0.022056,0.015381,0.038796,0.043998,0.039601,0.082472,0.042001,0.02127,0.09523,0.078949,0.19905,0.20188,0.22437,0.25661,0.25887,0.25709,0.26545,0.26947,0.26566,0.26168,0.25559,0.25919,0.28051,1,0.4,2.67,28.167,0.64346,145
0.053953,0.044284,0.066956,0.081647,0.068975,0.097271,0.082486,0.046343,0.11779,0.10964,0.18512,0.18487,0.19271,0.21166,0.20361,0.22833,0.22989,0.22162,0.23005,0.23699,0.23068,0.23071,0.23386,1,0.4,5,23.2,0.65031,146
0.052203,0.038981,0.046363,0.061242,0.056316,0.07437,0.069084,0.042671,0.08521,0.10546,0.14146,0.19098,0.17147,0.17212,0.16391,0.19545,0.19952,0.19455,0.17951,0.20911,0.19803,0.19377,0.17124,1,0.4,5,23.2,0.65031,147
0.042073,0.033667,0.046228,0.053072,0.05188,0.078074,0.056882,0.040398,0.089167,0.094033,0.15528,0.16325,0.16979,0.18426,0.18871,0.18996,0.19396,0.19728,0.19821,0.20066,0.20049,0.20052,0.20772,1,0.4,5,23.2,0.65031,148
0.055314,0.041816,0.054766,0.068251,0.06136,0.083336,0.066699,0.042128,0.10403,0.1151,0.18051,0.20443,0.20295,0.21529,0.21252,0.23419,0.23699,0.23097,0.23373,0.24821,0.2428,0.24047,0.2336,1,0.4,5,23.2,0.65031,149
0.055612,0.045705,0.057041,0.064526,0.063816,0.091665,0.066843,0.050391,0.10665,0.11631,0.18588,0.19898,0.20388,0.21919,0.22349,0.22526,0.23017,0.23317,0.23492,0.23911,0.23968,0.23923,0.24622,1,0.4,5,23.2,0.65031,150
0.042191,0.032489,0.052824,0.064349,0.054201,0.082807,0.057521,0.030187,0.10833,0.10406,0.1955,0.20072,0.21003,0.23361,0.22957,0.24541,0.24968,0.24334,0.25268,0.25716,0.25053,0.25112,0.25767,1,0.4,4,32.744,0.64055,151
0.043045,0.033276,0.041663,0.060783,0.046568,0.062573,0.056225,0.021687,0.079515,0.086746,0.13298,0.17853,0.16956,0.16939,0.15843,0.20177,0.20556,0.19615,0.17592,0.20621,0.18757,0.18472,0.1614,1,0.4,4,32.744,0.64055,152
0.030774,0.025908,0.04212,0.054239,0.042465,0.06639,0.04723,0.020266,0.08278,0.072806,0.15051,0.14536,0.15962,0.18227,0.18063,0.19407,0.19854,0.19469,0.1949,0.19752,0.18892,0.19016,0.19464,1,0.4,4,32.744,0.64055,153
0.037012,0.02499,0.034724,0.046223,0.042171,0.060262,0.052749,0.026188,0.073155,0.090569,0.12646,0.17619,0.1577,0.15599,0.14687,0.17908,0.18519,0.18024,0.16234,0.19141,0.17962,0.17602,0.1559,1,0.4,4,32.744,0.64055,154
0.029679,0.022081,0.040632,0.049438,0.04168,0.066087,0.048006,0.024308,0.080142,0.072669,0.13941,0.13675,0.14829,0.16518,0.16079,0.17428,0.17671,0.17285,0.17684,0.17833,0.17454,0.17558,0.18382,1,0.4,4,32.744,0.64055,155
0.053824,0.050127,0.0633,0.074586,0.068592,0.090012,0.086735,0.060999,0.094319,0.085876,0.11125,0.1058,0.10957,0.11544,0.11308,0.12594,0.12644,0.12431,0.12894,0.13351,0.13242,0.13247,0.13687,1,0.6,5,13.567,0.57381,156
0.063529,0.056525,0.06607,0.080197,0.075269,0.090251,0.09887,0.067302,0.092429,0.0989,0.11393,0.13979,0.1261,0.1233,0.11568,0.14335,0.14486,0.14125,0.13187,0.15362,0.14659,0.14373,0.12933,1,0.6,5,13.567,0.57381,157
0.047006,0.044527,0.062925,0.071395,0.06567,0.096304,0.081171,0.052578,0.10456,0.090457,0.14294,0.13143,0.14168,0.1546,0.15241,0.15768,0.16013,0.16374,0.16386,0.16255,0.16148,0.16328,0.17654,1,0.6,5,13.567,0.57381,158
0.06924,0.065471,0.068169,0.084929,0.08129,0.095712,0.11582,0.077101,0.094047,0.10494,0.11045,0.14986,0.1288,0.12001,0.10967,0.13971,0.14732,0.14246,0.12147,0.1518,0.14016,0.13764,0.12169,1,0.6,5,13.567,0.57381,159
0.067325,0.064878,0.079269,0.10263,0.083913,0.10675,0.10841,0.066231,0.11451,0.092338,0.12575,0.11566,0.12082,0.12911,0.12265,0.14574,0.14598,0.13808,0.14345,0.15101,0.14501,0.1448,0.14302,1,0.6,5,13.567,0.57381,160
0.033484,0.02599,0.049019,0.060843,0.049081,0.078776,0.053611,0.022676,0.10178,0.090657,0.19059,0.1827,0.19927,0.22689,0.22109,0.23451,0.23923,0.23325,0.23538,0.23503,0.22801,0.22991,0.24003,1,0.4,4,8.6,0.63584,161
0.042302,0.028106,0.038607,0.05196,0.046909,0.062122,0.052407,0.027831,0.07861,0.099445,0.1454,0.18757,0.17314,0.17675,0.17054,0.19838,0.20037,0.19474,0.18485,0.20849,0.1997,0.19584,0.17672,1,0.4,4,8.6,0.63584,162
0.031207,0.021629,0.037766,0.042134,0.041875,0.06927,0.044221,0.028767,0.081839,0.088222,0.15867,0.16885,0.17539,0.19103,0.19734,0.19494,0.19843,0.20393,0.20173,0.20152,0.20242,0.20249,0.20995,1,0.4,4,8.6,0.63584,163
0.047542,0.032888,0.041116,0.056222,0.05104,0.067411,0.059971,0.029522,0.084989,0.1119,0.15515,0.2209,0.19635,0.19329,0.18052,0.21907,0.22543,0.2197,0.19456,0.23145,0.21698,0.21215,0.1848,1,0.4,4,8.6,0.63584,164
0.036043,0.026239,0.048847,0.06101,0.049356,0.07523,0.052602,0.022033,0.10052,0.097313,0.18898,0.18796,0.19939,0.22215,0.21509,0.23388,0.23748,0.22935,0.23653,0.23974,0.23174,0.23298,0.24031,1,0.4,4,8.6,0.63584,165
0.059728,0.051954,0.069279,0.076499,0.074029,0.1015,0.084337,0.062113,0.11473,0.1133,0.16887,0.17045,0.17651,0.18777,0.18665,0.19711,0.19939,0.20084,0.20277,0.20586,0.20592,0.20629,0.21567,1,0.6,5,26.344,0.60222,166
0.067832,0.057497,0.067822,0.08682,0.075044,0.09167,0.094636,0.052825,0.1065,0.11651,0.15348,0.19711,0.18092,0.1777,0.16394,0.20664,0.20992,0.20197,0.18433,0.2149,0.19936,0.19605,0.17345,1,0.6,5,26.344,0.60222,167
0.052179,0.046552,0.067479,0.077696,0.068914,0.10096,0.081289,0.050846,0.11595,0.10384,0.17464,0.16348,0.17654,0.19267,0.18767,0.19671,0.20134,0.20002,0.20331,0.20292,0.20024,0.20214,0.21605,1,0.6,5,26.344,0.60222,168
0.078077,0.067768,0.069947,0.087915,0.083343,0.10249,0.11319,0.072903,0.11175,0.14072,0.16291,0.23333,0.19853,0.18897,0.17356,0.21531,0.22783,0.22102,0.18992,0.23478,0.21579,0.21153,0.18402,1,0.6,5,26.344,0.60222,169
0.066784,0.063824,0.082068,0.10143,0.08406,0.11956,0.10008,0.05985,0.13871,0.11231,0.19406,0.1715,0.18968,0.21189,0.2056,0.21881,0.22562,0.21892,0.22396,0.22375,0.21754,0.21964,0.23091,1,0.6,5,26.344,0.60222,170
0.061064,0.05161,0.071687,0.087377,0.075328,0.1005,0.090037,0.0537,0.1204,0.11415,0.17538,0.17421,0.18172,0.19581,0.18612,0.21302,0.21509,0.20628,0.21314,0.22141,0.2161,0.21582,0.21785,1,0.4,5,21.156,0.65259,171
0.048309,0.038156,0.0516,0.06486,0.057746,0.074407,0.074134,0.041587,0.084732,0.0936,0.12501,0.15517,0.14363,0.14336,0.13443,0.16523,0.16599,0.1606,0.15215,0.17325,0.16469,0.16169,0.14559,1,0.4,5,21.156,0.65259,172
0.037523,0.033226,0.049664,0.057694,0.052584,0.078438,0.06401,0.039671,0.085497,0.079053,0.13054,0.12634,0.13501,0.14757,0.14672,0.15302,0.15475,0.15738,0.15833,0.15907,0.1578,0.15894,0.1693,1,0.4,5,21.156,0.65259,173
0.066087,0.055186,0.063815,0.078751,0.074128,0.090046,0.093925,0.062264,0.098398,0.11939,0.14511,0.19278,0.16947,0.16652,0.15632,0.18935,0.193,0.18855,0.1739,0.20446,0.19331,0.18933,0.16815,1,0.4,5,21.156,0.65259,174
0.054061,0.048061,0.067807,0.080209,0.070534,0.10018,0.086196,0.052408,0.11471,0.10198,0.16392,0.15736,0.1681,0.18257,0.17704,0.19144,0.19464,0.19161,0.1948,0.19709,0.19389,0.19496,0.20406,1,0.4,5,21.156,0.65259,175
0.045803,0.034032,0.049033,0.068896,0.052761,0.069322,0.056515,0.023139,0.094781,0.096553,0.17265,0.19587,0.1974,0.21505,0.20588,0.24298,0.24431,0.23176,0.23201,0.25133,0.23877,0.2361,0.22052,1,0.4,4,34.222,0.64303,176
0.034247,0.027781,0.04634,0.056652,0.048031,0.079278,0.050189,0.024942,0.096168,0.086077,0.18768,0.18461,0.20398,0.2342,0.23439,0.2396,0.24873,0.24471,0.24724,0.24644,0.23868,0.24034,0.24881,1,0.4,4,34.222,0.64303,177
0.032517,0.020465,0.036499,0.042873,0.042708,0.072227,0.045145,0.025053,0.08781,0.096368,0.1796,0.21306,0.21095,0.22806,0.23125,0.23819,0.24189,0.24735,0.24036,0.25044,0.24788,0.24684,0.24925,1,0.4,4,34.222,0.64303,178
0.049992,0.034584,0.043533,0.064375,0.052747,0.070921,0.05919,0.022989,0.093868,0.11346,0.17746,0.24376,0.22596,0.22767,0.21526,0.25766,0.26607,0.25387,0.23186,0.27022,0.25054,0.24597,0.21615,1,0.4,4,34.222,0.64303,179
0.041257,0.033167,0.049491,0.064525,0.051202,0.076591,0.052346,0.022463,0.099019,0.093624,0.19423,0.19551,0.20952,0.23733,0.23473,0.25117,0.2597,0.2489,0.25593,0.26153,0.25191,0.25207,0.25282,1,0.4,4,34.222,0.64303,180
0.031447,0.025574,0.045148,0.053086,0.046445,0.077146,0.052877,0.02789,0.089981,0.083722,0.16596,0.16035,0.17641,0.19814,0.19971,0.20321,0.20906,0.21065,0.20957,0.2078,0.20426,0.2059,0.21717,1,0.4,4,27.989,0.57863,181
0.05041,0.036883,0.047562,0.065563,0.05448,0.072261,0.064363,0.028271,0.092925,0.11064,0.16405,0.21773,0.20153,0.20179,0.18862,0.23242,0.23724,0.22823,0.20836,0.24133,0.22563,0.22145,0.19572,1,0.4,4,27.989,0.57863,182
0.038018,0.028382,0.047294,0.058595,0.048326,0.07692,0.051066,0.024284,0.099788,0.10014,0.19588,0.1949,0.20705,0.23052,0.22857,0.24199,0.2475,0.24198,0.24636,0.24897,0.24267,0.24331,0.2489,1,0.4,4,27.989,0.57863,183
0.061738,0.043978,0.049246,0.068227,0.061693,0.081528,0.068254,0.034858,0.10676,0.14122,0.20122,0.27739,0.24791,0.24853,0.23632,0.27434,0.28628,0.27429,0.25568,0.29933,0.2827,0.27644,0.24348,1,0.4,4,27.989,0.57863,184
0.044177,0.033289,0.051396,0.062362,0.054751,0.08818,0.053839,0.027991,0.11495,0.11467,0.22859,0.23699,0.25015,0.27738,0.27495,0.28278,0.29611,0.28656,0.29851,0.30319,0.29824,0.29854,0.3075,1,0.4,4,27.989,0.57863,185
0.024578,0.0089158,0.026612,0.040682,0.033398,0.053284,0.03517,0.0079837,0.076132,0.080847,0.16669,0.20456,0.20697,0.22436,0.21834,0.25238,0.255,0.24263,0.2456,0.26356,0.25457,0.25136,0.2379,1,0.4,2.67,35.3,0.60241,186
0.016132,0.0077238,0.029074,0.034964,0.032082,0.066867,0.035777,0.015204,0.076533,0.067993,0.16977,0.17756,0.19685,0.22589,0.2291,0.22939,0.23662,0.2402,0.23811,0.23697,0.233,0.2347,0.24789,1,0.4,2.67,35.3,0.60241,187
0.017284,0.0067421,0.024588,0.033511,0.028884,0.055041,0.031767,0.012255,0.066768,0.063168,0.14666,0.15932,0.17126,0.19324,0.19419,0.20704,0.20974,0.20705,0.21061,0.21516,0.21011,0.21039,0.21595,1,0.4,2.67,35.3,0.60241,188
0.031088,0.017804,0.028607,0.044948,0.036583,0.056887,0.044504,0.013394,0.070854,0.082876,0.13978,0.19991,0.18742,0.18854,0.17686,0.21935,0.22359,0.21563,0.19462,0.22828,0.2121,0.20792,0.1821,1,0.4,2.67,35.3,0.60241,189
0.022503,0.015244,0.03341,0.045878,0.034505,0.058734,0.037533,0.011091,0.071933,0.060681,0.15244,0.15472,0.17396,0.20272,0.19844,0.21784,0.22483,0.2166,0.21861,0.22307,0.21155,0.21251,0.21416,1,0.4,2.67,35.3,0.60241,190
0.019174,0.0051133,0.021271,0.033557,0.027774,0.046465,0.030571,0.0066148,0.064082,0.066845,0.14143,0.1735,0.17878,0.19497,0.19111,0.22032,0.21965,0.21242,0.21329,0.2277,0.22004,0.21753,0.20716,1,0.4,3,33.678,0.66389,191
0.011382,0.001821,0.021401,0.026994,0.025657,0.055421,0.02977,0.012333,0.062601,0.058033,0.14085,0.15505,0.16804,0.19109,0.19383,0.19751,0.20155,0.20523,0.20427,0.2047,0.20287,0.20372,0.21418,1,0.4,3,33.678,0.66389,192
0.017778,0.0044827,0.018789,0.029033,0.025951,0.044053,0.029696,0.0084608,0.056773,0.063575,0.12689,0.15843,0.15817,0.16971,0.16793,0.19,0.19012,0.18489,0.18503,0.19868,0.19283,0.19031,0.1805,1,0.4,3,33.678,0.66389,193
0.030026,0.013077,0.024529,0.039314,0.034886,0.055479,0.039957,0.011818,0.073518,0.090151,0.15893,0.22189,0.20861,0.21364,0.20481,0.23798,0.24474,0.23514,0.22271,0.25375,0.24168,0.23653,0.2106,1,0.4,3,33.678,0.66389,194
0.013656,0.0030601,0.026683,0.033875,0.02953,0.063731,0.032673,0.010328,0.077088,0.068543,0.17814,0.19024,0.20827,0.23733,0.23732,0.24465,0.25219,0.2494,0.25286,0.25281,0.24789,0.24933,0.2614,1,0.4,3,33.678,0.66389,195
0.020866,0.0069908,0.025441,0.035247,0.031885,0.058177,0.032058,0.010682,0.077818,0.080232,0.1786,0.20074,0.21127,0.23485,0.23354,0.24958,0.2545,0.24917,0.25337,0.26049,0.25657,0.25566,0.25796,1,0.4,2,34.067,0.65161,196
0.022298,0.0086527,0.018624,0.031228,0.028871,0.048875,0.037304,0.011458,0.057796,0.074337,0.11845,0.17741,0.16068,0.16054,0.15232,0.183,0.18953,0.18384,0.16484,0.1969,0.18476,0.18043,0.15736,1,0.4,2,34.067,0.65161,197
0.013503,0.0040318,0.021136,0.025484,0.025664,0.053787,0.030227,0.01488,0.059378,0.060533,0.13209,0.1474,0.15395,0.17109,0.17762,0.17638,0.17861,0.18606,0.18289,0.18368,0.18404,0.18445,0.19392,1,0.4,2,34.067,0.65161,198
0.037769,0.022228,0.031167,0.047874,0.042062,0.061948,0.050664,0.020273,0.07808,0.09889,0.15338,0.22054,0.19942,0.19924,0.18937,0.22454,0.23263,0.22408,0.20248,0.23857,0.22419,0.21922,0.19176,1,0.4,2,34.067,0.65161,199
