0.17386,0.15128,0.17766,0.32003,0.46401,0,0,1
0.1713,0.14901,0.1839,0.31601,0.43737,0,0,2
0.20305,0.17705,0.21939,0.37939,0.52177,0,0,3
0.19895,0.17389,0.20586,0.3678,0.51757,0,0,4
0.19161,0.16603,0.19674,0.34637,0.45043,0,0,5
0.1948,0.17083,0.19681,0.35045,0.50009,0,0,6
0.21373,0.1885,0.22071,0.38689,0.53375,0,0,7
0.17607,0.14619,0.17363,0.30768,0.46347,0,0,8
0.21333,0.18605,0.22319,0.3741,0.51509,0,0,9
0.22423,0.19356,0.23521,0.37968,0.52546,0,0.33,10
0.19492,0.16478,0.16736,0.34666,0.5217,0,0,11
0.17482,0.14601,0.14391,0.31496,0.48784,0,0,12
0.18864,0.17884,0.18285,0.36909,0.49276,0,0,13
0.20007,0.18684,0.20314,0.38036,0.42958,0,0,14
0.20704,0.19089,0.20268,0.38479,0.49075,0,0,15
0.21019,0.19459,0.21174,0.38389,0.48561,0,0,16
0.21017,0.19778,0.20464,0.39192,0.51241,0,0,17
0.21141,0.21056,0.2134,0.40929,0.48565,0,0,18
0.20813,0.19871,0.20124,0.37373,0.43404,0,0,19
0.22827,0.2115,0.21238,0.40652,0.52931,0,0,20
0.17472,0.15106,0.17814,0.31635,0.45761,0,0,21
0.17507,0.15159,0.18508,0.31997,0.44753,0,0,22
0.19868,0.1768,0.21278,0.37379,0.51842,0,0,23
0.20056,0.17191,0.21078,0.3708,0.52425,0,0,24
0.19072,0.16531,0.1992,0.34228,0.44529,0,0,25
0.20278,0.17433,0.21037,0.35472,0.49458,0,0,26
0.21248,0.187,0.22614,0.37562,0.52204,0,0,27
0.17865,0.14928,0.17948,0.31575,0.46702,0,0,28
0.21928,0.19095,0.22857,0.37663,0.52428,0,0,29
0.21866,0.1895,0.22917,0.38002,0.52082,0,0.33,30
0.18927,0.16157,0.17039,0.34223,0.50901,0,0,31
0.17527,0.14975,0.18209,0.31304,0.44959,0,0,32
0.18087,0.14913,0.14587,0.32026,0.48543,0,0,33
0.18449,0.16451,0.169,0.33703,0.46794,0,0,34
0.19487,0.19126,0.19741,0.36377,0.41962,0,0,35
0.21247,0.19865,0.21551,0.40035,0.49554,0,0,36
0.21523,0.20016,0.22429,0.39946,0.49272,0,0,37
0.20953,0.2041,0.21829,0.41077,0.48457,0,0,38
0.20922,0.19575,0.2102,0.36777,0.43394,0,0,39
0.22006,0.20539,0.21752,0.38685,0.50239,0,0,40
0.17197,0.14835,0.17645,0.31591,0.46102,0,0,41
0.17584,0.15044,0.18348,0.31354,0.44586,0,0,42
0.19748,0.17384,0.2132,0.36577,0.50007,0,0,43
0.19913,0.17072,0.21022,0.36553,0.51593,0,0,44
0.18987,0.16207,0.19664,0.33555,0.44194,0,0,45
0.19775,0.16951,0.20768,0.34964,0.48336,0,0,46
0.21262,0.18257,0.2234,0.37447,0.52443,0,0,47
0.17991,0.15018,0.1784,0.31538,0.46675,0,0,48
0.21245,0.18528,0.22387,0.37041,0.51517,0,0,49
0.22953,0.19794,0.24119,0.38367,0.52301,0,0.33,50
0.20327,0.16941,0.18046,0.34071,0.47507,0,0,51
0.17364,0.14296,0.14565,0.31238,0.48372,0,0,52
0.18263,0.16322,0.16989,0.34156,0.48378,0,0,53
0.21723,0.20885,0.23131,0.40748,0.47681,0,0,54
0.20243,0.18137,0.197,0.36591,0.48299,0,0,55
0.21728,0.19825,0.23235,0.39233,0.47924,0,0,56
0.20838,0.19762,0.20989,0.39614,0.5023,0,0,57
0.21597,0.193,0.20447,0.38957,0.50983,0,0,58
0.21112,0.19443,0.21471,0.37585,0.4616,0,0,59
0.23065,0.21366,0.22853,0.41301,0.53469,0,0,60
0.17635,0.15329,0.18518,0.32551,0.4589,0,0,61
0.17579,0.14896,0.1815,0.30941,0.44299,0,0,62
0.20081,0.17676,0.21645,0.36624,0.50724,0,0,63
0.19883,0.17167,0.20762,0.35817,0.50934,0,0,64
0.18989,0.1636,0.20082,0.3412,0.44626,0,0,65
0.20354,0.16863,0.20237,0.34918,0.48601,0,0,66
0.21717,0.18875,0.23086,0.38428,0.5362,0,0,67
0.17203,0.14221,0.17041,0.30526,0.46633,0,0,68
0.21258,0.18535,0.22367,0.37359,0.5143,0,0,69
0.2196,0.18996,0.22968,0.37029,0.50654,0,0.33,70
0.20311,0.1691,0.17521,0.34535,0.48282,0,0,71
0.16642,0.13482,0.13425,0.29475,0.48482,0,0,72
0.18039,0.16072,0.17016,0.33913,0.48335,0,0,73
0.18482,0.17767,0.19936,0.35707,0.42261,0,0,74
0.201,0.17957,0.1963,0.36718,0.48842,0,0,75
0.20707,0.18981,0.20915,0.37946,0.47657,0,0,76
0.20557,0.2046,0.20305,0.41115,0.49438,0,0,77
0.21714,0.19516,0.21501,0.39835,0.51103,0,0,78
0.21626,0.19825,0.22672,0.38688,0.46811,0,0,79
0.22148,0.2047,0.22149,0.40211,0.51294,0,0,80
0.1721,0.14901,0.1741,0.31401,0.45499,0,0,81
0.17262,0.14655,0.18184,0.30677,0.44844,0,0,82
0.20279,0.17735,0.21696,0.36358,0.51104,0,0,83
0.20103,0.16851,0.2059,0.35321,0.51823,0,0,84
0.18504,0.15915,0.19494,0.32867,0.42648,0,0,85
0.19778,0.16646,0.20142,0.34516,0.4943,0,0,86
0.2162,0.18759,0.23077,0.38567,0.53402,0,0,87
0.17758,0.14434,0.17524,0.30611,0.46354,0,0,88
0.20828,0.17828,0.21205,0.35506,0.49094,0,0,89
0.22177,0.19061,0.22428,0.37518,0.51344,0,0.33,90
0.19576,0.16493,0.16962,0.34584,0.50552,0,0,91
0.16021,0.13378,0.13293,0.31359,0.49419,0,0,92
0.17772,0.14933,0.16496,0.31805,0.48841,0,0,93
